name,gender,birthday,entrance,graduation,location,company,job,phone,email,wechat,
BaoShuxia,male,19971209,2016,2019,guangzhou,apple,designer,13717996101,z4t8yzj@sina.com,dzj4ghdh12a,
MengXiaofeng,female,19980211,2015,2019,hongkong,xdf,engineer,15710967114,qkyzx4@aol.com,wxtlm8bswmo,
MaYi,female,19970302,2016,2018,beijing,google,engineer,15196164394,5nmwxyr@gmail.com,2w9bvbeo,
DengXiaoming,male,19970710,2017,2018,hongkong,meituan,anaylst,13227194927,kpo@hotmail.com,eyqkzf6v,
QuanHui,male,19980519,2016,2018,taiyuan,baidu,anaylst,15861063457,8twl@yahoo.com,joalrtokikj,
LiYuxin,female,19970902,2015,2019,guangzhou,apple,officer,13473318311,ic832@gmail.com,2kjbvar6t,
XuJuan,female,19980914,2016,2019,shijiazhuang,xdf,trader,13740010221,nu92sdj@live.com,1i6x2f0ka5,
ZhuYuze,male,19970325,2016,2019,xiamen,google,editor,15071646632,1imwxej@aol.com,f66zlbfm2y,
YuXiu,male,19980321,2016,2019,nanjing,tencent,designer,13601514769,cuudx6@163.com,zj7ewbpurpqq,
FengShiqi,female,19970102,2015,2018,qingdao,tencent,designer,13638582157,03bb@gmail.com,25r77hbw,
ShenYue,male,19981111,2017,2019,nanjing,apple,designer,13499977737,tspyr9@msn.com,syva66sjj7,
YuZichen,male,19970321,2016,2011,nanchang,tencent,trader,13342201543,ja1n37d@msn.com,15tc4komd4u4,
MaLei,female,19980318,2016,2019,xiamen,tencent,designer,13967351262,a56dt@126.net,h99ctjqjn08,
ZhaoZichen,female,19980421,2017,2011,zhengzhou,microsoft,engineer,15801731176,6ld@hotmail.com,0y3v3xk3,
ZhouYuxuan,female,19980125,2016,2011,xiamen,alibaba,trader,15337547645,cgg1t@msn.com,pp27t05c,
SunYuxuan,male,19980211,2016,2011,nanjing,alibaba,manager,15258944846,b15k7@msn.com,iu4x021xryf,
ZhaoZeyu,female,19981226,2016,2019,fuzhou,alibaba,designer,13875727238,rex4jsu@126.net,tn1hwamhga,
ChengYue,female,19971021,2015,2018,guangzhou,tencent,designer,15293091803,mysbiu@msn.com,5bfxyhk6hr,
ShenHui,female,19970921,2016,2011,zhengzhou,google,officer,13710051151,00k8@hotmail.com,6cycfdl9a,
HanZeyu,male,19970611,2017,2011,shanghai,adobe,manager,15673234870,aoe5j7@sina.com,8ustkj9a59,
BaoXiaoming,male,19971215,2015,2019,hangzhou,douyin,editor,13535241444,g85@qq.com,e30ji3egiod4,
HuaBao,female,19970211,2015,2011,taiyuan,microsoft,designer,15979201970,jtf6v@gmail.com,g1969aa6,
LvYichen,female,19970317,2017,2018,nanchang,tencent,editor,13733178507,e30a@126.net,f0j72qmcm,
ZhuYue,male,19980202,2017,2019,xiamen,microsoft,manager,13627110817,3tbw3@outlook.com,6g7033nnu,
JiangYue,male,19971015,2015,2018,zhengzhou,google,designer,15522805172,632x4@live.com,scycpfwi9,
HanYuhan,male,19981010,2017,2019,taiyuan,douyin,trader,13251356872,9oa@126.net,n5v7qmsi,
ShenHua,male,19981110,2015,2019,hongkong,alibaba,editor,13607380897,up9bojd@aol.com,v3rzlciaue,
BaoHaoran,male,19970428,2017,2018,zhengzhou,adobe,editor,13708995878,wf5d@qq.com,jjpqn3d4s3ut,
XiahouShiqi,female,19970228,2016,2011,beijing,apple,engineer,15594542158,3iq63vu@gmail.com,r2e8voge5iza,
XiahouYutong,female,19980623,2017,2019,nanchang,tencent,engineer,15952061751,1o7co9p@hotmail.com,rvageywmp7c,
GuiXinyi,female,19980608,2016,2011,nanjing,douyin,officer,13184645477,uq0hdv@gmail.com,lr4xenacb,
YingYichen,male,19980602,2015,2019,taiyuan,baidu,designer,13087623052,3tqt@msn.com,m1hl4dq6581z,
JiangYuhan,female,19970317,2017,2018,fuzhou,alibaba,designer,15718307367,is0f05@yahoo.com,v2sa0z9edb,
ChengHua,female,19970510,2016,2019,hangzhou,douyin,trader,13656849588,04w6@msn.com,uvzu8e7c1s,
ZhengXiaohua,female,19981015,2016,2018,qingdao,google,trader,15069418536,jgyb9@126.net,n1r8eq5ma,
FengZimo,female,19970107,2016,2011,hangzhou,alibaba,developer,13564731699,uc9k@live.com,pnh567w3ei,
LiuYuze,male,19981225,2016,2018,qingdao,baidu,engineer,15756205515,gr8@ask.com,sapqo5eg,
WangZirui,female,19970714,2015,2018,shanghai,google,designer,13024988345,b33x6j@sina.com,d19bg0uwxb1i,
